Tanggal,Waktu,Suhu (C),Suhu (F),Kelembaban,Heat Index (C),Heat Index (F)
30/09/2023,15.33.11,30.20,86.36,61.00,33.43,92.17
30/09/2023,15.34.34,30.20,86.36,61.00,33.43,92.17
30/09/2023,15.42.29,30.20,86.36,60.00,33.22,91.79
30/09/2023,15.43.57,30.20,86.36,61.00,33.43,92.17
30/09/2023,15.46.41,30.20,86.36,60.00,33.22,91.79
30/09/2023,15.52.22,29.80,85.64,62.00,32.84,91.12
30/09/2023,15.53.41,29.80,85.64,62.00,32.84,91.12
30/09/2023,15.54.56,29.80,85.64,62.00,32.84,91.12
30/09/2023,15.56.11,29.80,85.64,62.00,32.84,91.12
30/09/2023,15.57.26,29.80,85.64,62.00,32.84,91.12
30/09/2023,15.58.41,29.80,85.64,62.00,32.84,91.12
30/09/2023,15.59.56,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.01.14,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.02.29,29.80,85.64,63.00,33.04,91.48
30/09/2023,16.03.45,29.80,85.64,63.00,33.04,91.48
30/09/2023,16.05.04,29.80,85.64,63.00,33.04,91.48
30/09/2023,16.06.19,29.80,85.64,63.00,33.04,91.48
30/09/2023,16.07.33,29.80,85.64,63.00,33.04,91.48
30/09/2023,16.08.48,29.80,85.64,63.00,33.04,91.48
30/09/2023,16.10.04,29.80,85.64,63.00,33.04,91.48
30/09/2023,16.11.19,29.80,85.64,63.00,33.04,91.48
30/09/2023,16.12.41,29.80,85.64,63.00,33.04,91.48
30/09/2023,16.13.56,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.15.12,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.16.26,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.17.41,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.18.56,29.80,85.64,63.00,33.04,91.48
30/09/2023,16.20.12,29.80,85.64,63.00,33.04,91.48
30/09/2023,16.21.27,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.22.46,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.24.01,29.80,85.64,61.00,32.65,90.76
30/09/2023,16.25.18,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.26.33,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.27.48,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.29.05,29.80,85.64,61.00,32.65,90.76
30/09/2023,16.30.24,29.80,85.64,61.00,32.65,90.76
30/09/2023,16.31.39,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.32.55,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.34.44,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.35.39,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.36.54,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.38.09,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.39.25,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.40.41,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.41.59,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.43.14,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.44.29,29.80,85.64,63.00,33.04,91.48
30/09/2023,16.45.45,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.47.03,29.40,84.92,63.00,32.26,90.06
30/09/2023,16.48.19,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.49.41,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.51.01,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.52.21,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.53.39,29.80,85.64,62.00,32.84,91.12
30/09/2023,16.54.55,29.30,84.74,62.00,31.89,89.40
30/09/2023,16.56.13,29.30,84.74,63.00,32.07,89.72
30/09/2023,16.57.28,29.30,84.74,63.00,32.07,89.72
30/09/2023,16.58.43,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.00.00,29.80,85.64,63.00,33.04,91.48
30/09/2023,17.01.16,29.80,85.64,62.00,32.84,91.12
30/09/2023,17.02.34,29.80,85.64,62.00,32.84,91.12
30/09/2023,17.03.49,29.30,84.74,62.00,31.89,89.40
30/09/2023,17.05.06,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.06.28,29.30,84.74,62.00,31.89,89.40
30/09/2023,17.07.47,29.30,84.74,62.00,31.89,89.40
30/09/2023,17.09.02,29.30,84.74,62.00,31.89,89.40
30/09/2023,17.10.17,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.11.33,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.12.49,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.14.07,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.15.22,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.16.37,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.17.53,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.19.17,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.20.36,29.60,85.28,63.00,32.65,90.76
30/09/2023,17.21.51,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.23.06,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.24.21,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.25.36,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.26.51,29.30,84.74,62.00,31.89,89.40
30/09/2023,17.28.05,29.30,84.74,62.00,31.89,89.40
30/09/2023,17.29.20,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.30.36,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.31.51,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.33.06,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.34.20,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.35.35,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.36.50,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.38.05,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.39.20,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.40.36,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.41.52,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.43.08,29.30,84.74,63.00,32.07,89.72
30/09/2023,17.44.24,29.30,84.74,64.00,32.25,90.04
30/09/2023,17.45.43,29.30,84.74,64.00,32.25,90.04
30/09/2023,17.47.02,29.30,84.74,64.00,32.25,90.04
01/10/2023,14.59.46,29.30,84.74,64.00,32.25,90.04
01/10/2023,15.01.01,30.20,86.36,63.00,33.86,92.96
01/10/2023,15.02.16,30.20,86.36,63.00,33.86,92.96
01/10/2023,15.03.31,30.20,86.36,63.00,33.86,92.96
01/10/2023,15.04.46,29.80,85.64,64.00,33.25,91.84
01/10/2023,15.06.00,29.80,85.64,64.00,33.25,91.84
01/10/2023,15.07.15,29.80,85.64,64.00,33.25,91.84
01/10/2023,15.08.34,29.80,85.64,64.00,33.25,91.84
01/10/2023,15.09.52,29.80,85.64,64.00,33.25,91.84
01/10/2023,15.11.07,30.20,86.36,64.00,34.09,93.36
01/10/2023,15.12.22,29.80,85.64,64.00,33.25,91.84
01/10/2023,15.13.39,29.80,85.64,65.00,33.45,92.22
01/10/2023,15.15.03,29.80,85.64,65.00,33.45,92.22
01/10/2023,15.16.17,29.80,85.64,66.00,33.67,92.60
01/10/2023,15.17.32,29.80,85.64,64.00,33.25,91.84
01/10/2023,15.18.51,29.80,85.64,64.00,33.25,91.84
01/10/2023,15.20.07,29.80,85.64,64.00,33.25,91.84
01/10/2023,15.21.22,29.80,85.64,64.00,33.25,91.84
01/10/2023,15.22.39,29.80,85.64,64.00,33.25,91.84
01/10/2023,15.23.54,29.80,85.64,64.00,33.25,91.84
01/10/2023,15.25.11,29.80,85.64,63.00,33.04,91.48
01/10/2023,15.26.26,29.80,85.64,63.00,33.04,91.48
01/10/2023,15.27.41,29.80,85.64,63.00,33.04,91.48
01/10/2023,15.29.02,29.80,85.64,64.00,33.25,91.84
01/10/2023,15.30.20,29.80,85.64,64.00,33.25,91.84
01/10/2023,15.31.37,29.80,85.64,64.00,33.25,91.84
01/10/2023,15.32.52,29.80,85.64,64.00,33.25,91.84
01/10/2023,15.34.07,29.80,85.64,64.00,33.25,91.84
01/10/2023,15.35.23,29.80,85.64,64.00,33.25,91.84
01/10/2023,15.36.41,29.80,85.64,65.00,33.45,92.22
01/10/2023,15.37.55,29.80,85.64,64.00,33.25,91.84
01/10/2023,15.39.14,29.80,85.64,65.00,33.45,92.22
01/10/2023,15.41.45,29.80,85.64,65.00,33.45,92.22
01/10/2023,15.43.04,29.80,85.64,65.00,33.45,92.22
01/10/2023,15.44.32,29.80,85.64,65.00,33.45,92.22
01/10/2023,15.47.15,29.80,85.64,64.00,33.25,91.84
01/10/2023,15.48.37,29.80,85.64,64.00,33.25,91.84
01/10/2023,15.50.00,29.80,85.64,65.00,33.45,92.22
01/10/2023,15.51.24,29.80,85.64,65.00,33.45,92.22
01/10/2023,15.54.00,29.80,85.64,65.00,33.45,92.22
01/10/2023,15.55.21,29.80,85.64,65.00,33.45,92.22
01/10/2023,15.56.37,29.80,85.64,65.00,33.45,92.22
01/10/2023,15.57.51,29.80,85.64,65.00,33.45,92.22
01/10/2023,16.00.23,29.80,85.64,64.00,33.25,91.84
01/10/2023,16.01.39,29.80,85.64,64.00,33.25,91.84
01/10/2023,16.02.54,29.80,85.64,64.00,33.25,91.84
01/10/2023,16.04.09,29.80,85.64,64.00,33.25,91.84
01/10/2023,16.05.27,29.80,85.64,64.00,33.25,91.84
01/10/2023,16.06.41,29.80,85.64,65.00,33.45,92.22
01/10/2023,16.07.56,29.80,85.64,65.00,33.45,92.22
01/10/2023,16.09.10,29.80,85.64,65.00,33.45,92.22
01/10/2023,16.10.25,29.80,85.64,65.00,33.45,92.22
01/10/2023,16.11.40,29.30,84.74,64.00,32.25,90.04
01/10/2023,16.12.55,29.30,84.74,64.00,32.25,90.04
01/10/2023,16.14.09,29.30,84.74,65.00,32.43,90.37
01/10/2023,16.15.24,29.30,84.74,65.00,32.43,90.37
01/10/2023,16.16.38,29.30,84.74,65.00,32.43,90.37
01/10/2023,16.17.56,29.30,84.74,65.00,32.43,90.37
01/10/2023,16.19.13,29.30,84.74,65.00,32.43,90.37
01/10/2023,16.20.35,29.30,84.74,65.00,32.43,90.37
01/10/2023,16.21.50,29.30,84.74,65.00,32.43,90.37
01/10/2023,16.23.05,29.40,84.92,65.00,32.63,90.73
01/10/2023,16.24.19,29.40,84.92,65.00,32.63,90.73
01/10/2023,16.25.34,29.40,84.92,65.00,32.63,90.73
01/10/2023,16.26.48,29.30,84.74,65.00,32.43,90.37
01/10/2023,16.28.03,29.80,85.64,65.00,33.45,92.22
01/10/2023,16.29.18,29.80,85.64,65.00,33.45,92.22
01/10/2023,16.30.32,29.80,85.64,65.00,33.45,92.22
01/10/2023,16.31.47,29.80,85.64,65.00,33.45,92.22
01/10/2023,16.33.01,29.80,85.64,65.00,33.45,92.22
01/10/2023,16.34.16,29.80,85.64,65.00,33.45,92.22
01/10/2023,16.35.31,29.70,85.46,65.00,33.24,91.84
01/10/2023,16.36.48,29.30,84.74,65.00,32.43,90.37
01/10/2023,16.38.03,29.30,84.74,65.00,32.43,90.37
01/10/2023,16.39.17,29.30,84.74,65.00,32.43,90.37
01/10/2023,16.40.32,29.30,84.74,65.00,32.43,90.37
01/10/2023,16.41.46,29.30,84.74,65.00,32.43,90.37
01/10/2023,16.43.03,29.30,84.74,64.00,32.25,90.04
01/10/2023,16.44.18,29.30,84.74,65.00,32.43,90.37
01/10/2023,16.45.32,29.30,84.74,65.00,32.43,90.37
01/10/2023,16.46.48,29.30,84.74,65.00,32.43,90.37
01/10/2023,16.48.03,29.30,84.74,65.00,32.43,90.37
01/10/2023,16.49.17,29.30,84.74,65.00,32.43,90.37
01/10/2023,16.50.32,29.30,84.74,65.00,32.43,90.37
01/10/2023,16.51.50,29.30,84.74,65.00,32.43,90.37
01/10/2023,16.53.05,29.30,84.74,65.00,32.43,90.37
01/10/2023,16.54.20,29.30,84.74,65.00,32.43,90.37
01/10/2023,16.55.36,29.30,84.74,65.00,32.43,90.37
01/10/2023,16.56.51,29.30,84.74,66.00,32.61,90.71
01/10/2023,16.58.06,29.30,84.74,66.00,32.61,90.71
01/10/2023,16.59.21,29.30,84.74,66.00,32.61,90.71
01/10/2023,17.00.36,29.30,84.74,66.00,32.61,90.71
01/10/2023,17.01.51,29.30,84.74,66.00,32.61,90.71
01/10/2023,17.03.05,29.30,84.74,66.00,32.61,90.71
01/10/2023,17.04.22,29.30,84.74,66.00,32.61,90.71
01/10/2023,17.05.37,29.30,84.74,66.00,32.61,90.71
01/10/2023,17.06.51,29.30,84.74,66.00,32.61,90.71
01/10/2023,17.08.06,29.30,84.74,66.00,32.61,90.71
01/10/2023,17.09.21,29.30,84.74,66.00,32.61,90.71
01/10/2023,17.10.35,29.30,84.74,66.00,32.61,90.71
01/10/2023,17.11.51,29.30,84.74,66.00,32.61,90.71
01/10/2023,17.13.05,29.30,84.74,66.00,32.61,90.71
01/10/2023,17.14.20,29.30,84.74,66.00,32.61,90.71
01/10/2023,17.15.35,29.30,84.74,66.00,32.61,90.71
01/10/2023,17.16.49,29.30,84.74,67.00,32.80,91.05
01/10/2023,17.18.04,29.30,84.74,67.00,32.80,91.05
01/10/2023,17.19.24,29.30,84.74,67.00,32.80,91.05
01/10/2023,17.20.39,29.30,84.74,67.00,32.80,91.05
01/10/2023,17.21.53,29.30,84.74,67.00,32.80,91.05
01/10/2023,17.23.09,29.30,84.74,67.00,32.80,91.05
01/10/2023,17.24.24,29.30,84.74,67.00,32.80,91.05
01/10/2023,17.25.41,29.30,84.74,67.00,32.80,91.05
01/10/2023,17.26.55,29.30,84.74,67.00,32.80,91.05
01/10/2023,17.28.10,29.30,84.74,67.00,32.80,91.05
01/10/2023,17.29.26,29.30,84.74,67.00,32.80,91.05
01/10/2023,17.30.40,29.30,84.74,67.00,32.80,91.05
01/10/2023,17.31.55,29.30,84.74,67.00,32.80,91.05
01/10/2023,17.33.10,29.30,84.74,67.00,32.80,91.05
01/10/2023,17.34.25,29.30,84.74,67.00,32.80,91.05
01/10/2023,17.35.39,29.30,84.74,67.00,32.80,91.05
01/10/2023,17.36.54,29.30,84.74,67.00,32.80,91.05
01/10/2023,17.38.09,29.30,84.74,67.00,32.80,91.05
01/10/2023,17.39.24,29.30,84.74,67.00,32.80,91.05
01/10/2023,17.40.39,29.30,84.74,67.00,32.80,91.05
01/10/2023,17.41.54,29.30,84.74,67.00,32.80,91.05
01/10/2023,17.43.11,29.30,84.74,67.00,32.80,91.05
02/10/2023,15.02.28,29.80,85.64,61.00,32.65,90.76
02/10/2023,15.03.56,29.80,85.64,62.00,32.84,91.12
02/10/2023,15.09.23,29.80,85.64,62.00,32.84,91.12
02/10/2023,15.10.39,29.80,85.64,62.00,32.84,91.12
02/10/2023,15.11.54,29.80,85.64,62.00,32.84,91.12
02/10/2023,15.13.13,29.50,85.10,62.00,32.26,90.08
02/10/2023,15.14.32,29.30,84.74,62.00,31.89,89.40
02/10/2023,15.15.51,29.30,84.74,63.00,32.07,89.72
02/10/2023,15.17.06,29.30,84.74,63.00,32.07,89.72
02/10/2023,15.18.21,29.30,84.74,63.00,32.07,89.72
02/10/2023,15.19.41,29.30,84.74,63.00,32.07,89.72
02/10/2023,15.20.56,29.80,85.64,63.00,33.04,91.48
02/10/2023,15.22.10,29.80,85.64,62.00,32.84,91.12
02/10/2023,15.23.29,29.80,85.64,62.00,32.84,91.12
02/10/2023,15.24.44,29.80,85.64,61.00,32.65,90.76
02/10/2023,15.25.59,29.80,85.64,62.00,32.84,91.12
02/10/2023,15.27.13,29.80,85.64,61.00,32.65,90.76
02/10/2023,15.28.30,29.80,85.64,61.00,32.65,90.76
02/10/2023,15.29.59,29.80,85.64,62.00,32.84,91.12
02/10/2023,15.31.18,29.80,85.64,62.00,32.84,91.12
02/10/2023,15.32.33,29.80,85.64,62.00,32.84,91.12
02/10/2023,15.33.48,29.80,85.64,63.00,33.04,91.48
02/10/2023,15.35.04,29.80,85.64,63.00,33.04,91.48
02/10/2023,15.36.19,29.80,85.64,63.00,33.04,91.48
02/10/2023,15.37.36,29.80,85.64,63.00,33.04,91.48
02/10/2023,15.38.55,29.70,85.46,63.00,32.84,91.12
02/10/2023,15.40.16,29.80,85.64,63.00,33.04,91.48
02/10/2023,15.41.31,29.30,84.74,63.00,32.07,89.72
02/10/2023,15.42.46,29.30,84.74,65.00,32.43,90.37
02/10/2023,15.44.01,29.30,84.74,64.00,32.25,90.04
02/10/2023,15.45.17,29.30,84.74,63.00,32.07,89.72
02/10/2023,15.46.32,29.30,84.74,63.00,32.07,89.72
02/10/2023,15.47.46,29.30,84.74,63.00,32.07,89.72
02/10/2023,15.49.02,29.30,84.74,64.00,32.25,90.04
02/10/2023,15.50.18,29.30,84.74,64.00,32.25,90.04
02/10/2023,15.51.32,29.30,84.74,64.00,32.25,90.04
02/10/2023,15.52.48,29.30,84.74,64.00,32.25,90.04
02/10/2023,15.54.04,29.30,84.74,64.00,32.25,90.04
02/10/2023,15.55.19,29.30,84.74,65.00,32.43,90.37
02/10/2023,15.56.34,29.30,84.74,64.00,32.25,90.04
02/10/2023,15.57.51,29.30,84.74,64.00,32.25,90.04
02/10/2023,15.59.08,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.00.23,29.70,85.46,64.00,33.04,91.48
02/10/2023,16.01.38,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.02.53,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.04.08,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.05.23,29.80,85.64,64.00,33.25,91.84
02/10/2023,16.06.37,29.70,85.46,64.00,33.04,91.48
02/10/2023,16.07.54,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.09.12,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.11.56,29.40,84.92,63.00,32.26,90.06
02/10/2023,16.13.23,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.14.38,29.30,84.74,63.00,32.07,89.72
02/10/2023,16.15.53,29.30,84.74,63.00,32.07,89.72
02/10/2023,16.17.08,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.18.24,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.19.38,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.20.53,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.22.08,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.23.24,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.24.39,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.25.54,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.27.09,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.28.23,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.29.38,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.30.53,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.32.08,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.33.23,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.34.38,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.35.53,29.30,84.74,65.00,32.43,90.37
02/10/2023,16.37.08,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.38.22,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.39.37,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.40.52,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.42.06,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.43.21,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.45.47,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.47.05,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.48.20,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.49.37,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.50.52,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.52.06,29.30,84.74,65.00,32.43,90.37
02/10/2023,16.53.21,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.54.38,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.55.53,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.57.07,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.58.22,29.30,84.74,64.00,32.25,90.04
02/10/2023,16.59.37,29.30,84.74,64.00,32.25,90.04
02/10/2023,17.00.52,29.30,84.74,64.00,32.25,90.04
02/10/2023,17.02.08,29.30,84.74,64.00,32.25,90.04
02/10/2023,17.03.23,28.90,84.02,64.00,31.49,88.67
02/10/2023,17.04.38,28.90,84.02,65.00,31.65,88.97
02/10/2023,17.05.52,29.10,84.38,64.00,31.86,89.35
02/10/2023,17.07.07,29.00,84.20,64.00,31.67,89.01
02/10/2023,17.08.22,29.30,84.74,64.00,32.25,90.04
02/10/2023,17.09.46,29.30,84.74,63.00,32.07,89.72
02/10/2023,17.11.02,29.30,84.74,63.00,32.07,89.72
02/10/2023,17.12.16,29.00,84.20,63.00,31.51,88.71
02/10/2023,17.13.31,29.30,84.74,63.00,32.07,89.72
02/10/2023,17.14.46,29.30,84.74,63.00,32.07,89.72
02/10/2023,17.16.01,29.00,84.20,63.00,31.51,88.71
02/10/2023,17.17.16,29.30,84.74,63.00,32.07,89.72
02/10/2023,17.18.36,29.00,84.20,63.00,31.51,88.71
02/10/2023,17.19.51,29.20,84.56,63.00,31.88,89.38
02/10/2023,17.21.06,28.90,84.02,63.00,31.33,88.39
02/10/2023,17.22.21,28.90,84.02,63.00,31.33,88.39
02/10/2023,17.23.36,28.90,84.02,63.00,31.33,88.39
02/10/2023,17.24.52,28.90,84.02,63.00,31.33,88.39
02/10/2023,17.26.07,28.90,84.02,63.00,31.33,88.39
02/10/2023,17.27.22,29.30,84.74,63.00,32.07,89.72
02/10/2023,17.28.36,29.30,84.74,63.00,32.07,89.72
02/10/2023,17.29.51,29.30,84.74,62.00,31.89,89.40
02/10/2023,17.32.24,29.00,84.20,62.00,31.35,88.42
02/10/2023,17.33.39,28.90,84.02,62.00,31.17,88.11
02/10/2023,17.34.56,28.90,84.02,62.00,31.17,88.11
02/10/2023,17.36.12,28.90,84.02,62.00,31.17,88.11
02/10/2023,17.37.28,28.90,84.02,62.00,31.17,88.11
02/10/2023,17.38.46,28.90,84.02,62.00,31.17,88.11
02/10/2023,17.40.07,29.00,84.20,62.00,31.35,88.42
02/10/2023,17.41.32,28.90,84.02,62.00,31.17,88.11
02/10/2023,17.42.57,29.00,84.20,62.00,31.35,88.42
02/10/2023,17.44.27,29.30,84.74,62.00,31.89,89.40
03/10/2023,14.59.40,28.90,84.02,62.00,31.17,88.11
03/10/2023,15.00.56,29.30,84.74,68.00,33.00,91.40
03/10/2023,15.02.17,29.30,84.74,68.00,33.00,91.40
03/10/2023,15.03.40,29.30,84.74,68.00,33.00,91.40
03/10/2023,15.04.56,29.30,84.74,68.00,33.00,91.40
03/10/2023,15.06.15,29.30,84.74,68.00,33.00,91.40
03/10/2023,15.07.31,29.30,84.74,68.00,33.00,91.40
03/10/2023,15.08.46,29.30,84.74,68.00,33.00,91.40
03/10/2023,15.10.06,29.30,84.74,68.00,33.00,91.40
03/10/2023,15.11.25,28.90,84.02,68.00,32.16,89.88
03/10/2023,15.12.42,28.90,84.02,68.00,32.16,89.88
03/10/2023,15.13.57,28.90,84.02,68.00,32.16,89.88
03/10/2023,15.15.16,28.90,84.02,68.00,32.16,89.88
03/10/2023,15.16.34,28.90,84.02,68.00,32.16,89.88
03/10/2023,15.17.55,28.90,84.02,68.00,32.16,89.88
03/10/2023,15.19.10,28.90,84.02,68.00,32.16,89.88
03/10/2023,15.20.25,28.90,84.02,68.00,32.16,89.88
03/10/2023,15.21.58,28.90,84.02,68.00,32.16,89.88
03/10/2023,15.23.19,28.90,84.02,68.00,32.16,89.88
03/10/2023,15.24.37,28.90,84.02,67.00,31.98,89.57
03/10/2023,15.25.52,28.90,84.02,67.00,31.98,89.57
03/10/2023,15.27.06,29.00,84.20,67.00,32.19,89.93
03/10/2023,15.28.21,29.30,84.74,67.00,32.80,91.05
03/10/2023,15.29.39,29.30,84.74,67.00,32.80,91.05
03/10/2023,15.30.54,29.30,84.74,67.00,32.80,91.05
03/10/2023,15.32.10,29.00,84.20,67.00,32.19,89.93
03/10/2023,15.33.26,28.90,84.02,67.00,31.98,89.57
03/10/2023,15.34.42,28.90,84.02,67.00,31.98,89.57
03/10/2023,15.35.57,28.90,84.02,67.00,31.98,89.57
03/10/2023,15.37.14,28.90,84.02,67.00,31.98,89.57
03/10/2023,15.39.48,28.90,84.02,68.00,32.16,89.88
03/10/2023,15.41.02,28.90,84.02,67.00,31.98,89.57
03/10/2023,15.42.17,28.90,84.02,68.00,32.16,89.88
03/10/2023,15.43.35,28.90,84.02,68.00,32.16,89.88
03/10/2023,15.46.18,28.90,84.02,67.00,31.98,89.57
03/10/2023,15.51.18,28.90,84.02,68.00,32.16,89.88
03/10/2023,15.52.33,28.90,84.02,68.00,32.16,89.88
03/10/2023,15.53.49,28.90,84.02,68.00,32.16,89.88
03/10/2023,15.55.04,28.90,84.02,68.00,32.16,89.88
03/10/2023,15.56.21,28.90,84.02,68.00,32.16,89.88
03/10/2023,15.57.36,28.90,84.02,68.00,32.16,89.88
03/10/2023,15.58.51,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.00.06,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.01.23,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.02.43,29.30,84.74,67.00,32.80,91.05
03/10/2023,16.03.59,29.30,84.74,67.00,32.80,91.05
03/10/2023,16.05.14,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.06.29,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.07.46,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.09.02,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.10.21,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.12.47,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.14.02,28.90,84.02,68.00,32.16,89.88
03/10/2023,16.15.16,28.90,84.02,68.00,32.16,89.88
03/10/2023,16.16.31,28.90,84.02,68.00,32.16,89.88
03/10/2023,16.17.46,28.90,84.02,68.00,32.16,89.88
03/10/2023,16.19.01,28.90,84.02,68.00,32.16,89.88
03/10/2023,16.20.16,28.90,84.02,68.00,32.16,89.88
03/10/2023,16.21.31,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.22.46,28.90,84.02,68.00,32.16,89.88
03/10/2023,16.24.01,28.90,84.02,68.00,32.16,89.88
03/10/2023,16.25.22,28.90,84.02,68.00,32.16,89.88
03/10/2023,16.26.39,28.90,84.02,68.00,32.16,89.88
03/10/2023,16.27.54,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.29.11,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.30.25,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.31.40,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.32.56,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.34.14,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.35.33,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.37.13,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.38.10,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.39.24,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.40.39,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.41.54,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.43.09,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.44.24,28.90,84.02,67.00,31.98,89.57
03/10/2023,16.45.44,28.90,84.02,68.00,32.16,89.88
